Unnamed: 0,Class,class_encoded,gene_17801,gene_89,gene_19339,gene_16372,gene_6611,gene_14092,gene_15906,gene_1750,gene_18745,gene_1784
sample_59,BRCA,0,0.0,0.3179992377985371,0.8247216532149901,0.8184254544258631,0.2871472350290632,0.7887072598789318,0.27853954413044874,0.5984151540601453,0.0,0.49748443906529666
sample_60,LUAD,3,0.6128577598719117,0.5446175010853621,0.2508511215403046,0.6735342501835819,0.6774714999953555,0.2183358889135587,0.4563116060742105,0.32159995461650137,0.40771420064118097,0.4968008228279505
sample_61,KIRC,2,0.2544194457218857,0.5276747838237791,0.6884454533378246,0.4862200744139128,0.47770857205757117,0.6654344142479526,0.22226027181988361,0.651908194592251,0.13962241450126928,0.753477194539511
sample_62,BRCA,0,0.1475372573693911,0.4623453210919425,0.8135523461039551,0.8658622723308412,0.38823816315855664,0.7797579375032561,0.30922823757088874,0.6829907784583722,0.09419953253126824,0.4138378508504959
sample_63,LUAD,3,0.6076235825898627,0.6813241234665933,0.37618993341498047,0.5451234768219908,0.5349318229992885,0.3892549548780695,0.35915911147171325,0.24705684090136656,0.17860341464034304,0.4976028411969188
sample_64,PRAD,4,0.5528411087376133,0.855541736382933,0.23511420163214486,0.9126181710289467,0.6396503437124139,0.6351546509234689,0.5159115641853456,0.10828449871495928,0.8152982396235168,0.8467144257696341
sample_65,COAD,1,0.5854321992844833,0.5878931395748288,0.6634992647474829,0.4855561261611173,0.7757225994598116,0.5251070421628602,0.0,0.4255937997129975,0.07761529844469894,0.2712545605134281
sample_66,BRCA,0,0.0,0.4486700904732951,0.6303856881149301,0.29694251896663787,0.06306448529541442,0.7286339302004263,0.0,0.7198706321382373,0.0,0.4251764624171549
sample_67,PRAD,4,0.770872379966606,0.855985626279918,0.1816535990906354,0.757048798832235,0.7574478849295492,0.4827354803402569,0.5857022591270029,0.20363796619711477,0.8757030766474282,0.800939230433843
sample_68,KIRC,2,0.6541161522199191,0.6130634289813769,0.5622896568652707,0.8084571431304098,0.5740290742663965,0.5008188691672489,0.3779225789342358,0.4105962586713938,0.17971673202874625,0.5234799923735877
sample_69,BRCA,0,0.10392424256730289,0.40239108404696333,0.30858594349681107,0.25713580650979245,0.30803563367962644,0.6652327153977315,0.23256867286632577,0.6871425930289474,0.4188005996996746,0.25340053771725
sample_70,KIRC,2,0.3144165292110783,0.6457274701260928,0.6285395305945554,0.7227085225895143,0.631453998557385,0.44068806125241744,0.3776564160941625,0.3304872476093496,0.10117715144991259,0.5489569801928381
sample_71,BRCA,0,0.18402482714942173,0.3808300552795032,0.7701903378752946,0.2424410874790921,0.4487341641351919,0.7486792049212814,0.4631237607745894,0.6501705363017077,0.11119335053758782,0.2967675678086548
sample_72,BRCA,0,0.1079231803666416,0.3095431009516112,0.7145477192174772,0.2780797645090358,0.29483732950283736,0.6825007243347577,0.22449697389457535,0.5267231578543511,0.029108393241080707,0.3685052771852456
sample_73,LUAD,3,0.6515103388370616,0.6476618421106376,0.2545890906526544,0.611658315057551,0.7173762370296564,0.6463042314828432,0.34641406615089937,0.267202612009115,0.02402072551919413,0.44494567687363706
sample_74,BRCA,0,0.05171763096684458,0.5731455883020864,0.32868467283680386,0.23842516418108695,0.1711411499376979,0.7614375872921865,0.0,0.746711022205216,0.022392463929484213,0.11333680764368859
sample_75,LUAD,3,0.47957519442909785,0.5729893528993512,0.21826091009354726,0.366453069063805,0.5550049399901422,0.1596158966588415,0.380470066289951,0.31694691735471275,0.13382287957113836,0.33771157473043495
sample_76,BRCA,0,0.10025129554289887,0.39813172498633176,0.8102768839182966,0.2316886840987919,0.37831973562656196,0.7872152690720339,0.2643831118222758,0.6468583349660715,0.1087277361426459,0.38148720547075715
sample_77,KIRC,2,0.5207524231535553,0.4936325743388442,0.6391835328165456,0.7088517388713111,0.4461316285173418,0.45179061181698815,0.2619686430768539,0.37119778658343827,0.35424450843540256,0.15090693297853844
sample_78,PRAD,4,0.7154748980917446,0.8313540785652067,0.4079732340211391,0.9779440477712618,0.7177540088987067,0.3779417338195123,0.5377282550194551,0.16533809887099277,0.8845869691660896,0.8889487281594666
sample_79,COAD,1,0.6278142043395661,0.5959071604787998,0.691210752571153,0.4349901761167133,0.7520115139040706,0.6050235435633965,0.3611654805406177,0.3410747443211108,0.17997378257877242,0.6437266966699304
sample_80,BRCA,0,0.05546645159373965,0.357161205716405,0.7082904027091899,0.19417912122158665,0.3189164751532031,0.7374015205564862,0.0782638266559401,0.6635469720333091,0.05943086178419549,0.10865621706678394
sample_81,PRAD,4,0.685262170491577,0.885056349263278,0.20967240723499286,0.6334254462243614,0.61924284480228,0.584210961226384,0.5262605928444567,0.18719860856364048,0.7558699912731369,0.844383705546143
sample_82,BRCA,0,0.0,0.27351308737618485,0.8131237798404847,0.18477892936838441,0.18118857117592818,0.8855760642763585,0.19153030501326768,0.4081513039835942,0.08903888393503123,0.15233294618531482
sample_83,BRCA,0,0.05299321457688803,0.3341333730444217,0.7538016577424052,0.2536081194095265,0.27205862565613165,0.7817358063538101,0.092539280797403,0.4401182756128497,0.0702711513309565,0.22583283687216685
sample_84,PRAD,4,0.7268902239290654,0.7487217314742074,0.3475787670629999,0.8185421727466671,0.7713099219017325,0.43450456339926935,0.8411827260439543,0.1233349810083384,0.8448094366929494,0.6677496596610027
sample_85,PRAD,4,0.7335160361099955,0.7691068219809867,0.35530979700626336,0.8907438050277866,0.663654402357515,0.42778575586580303,0.7235361564058246,0.2322445680810809,0.8915640560767173,0.8010695620613962
sample_86,BRCA,0,0.15645672600776817,0.32174852042967417,0.9149980993395626,0.16587552573451533,0.19480157468470097,0.8601447037360208,0.1323052821606226,0.5278025114454841,0.0,0.5691043206198005
sample_87,BRCA,0,0.0,0.27794458622889884,0.8605630462945364,0.6081491078216326,0.22550313235202685,0.8052524578585404,0.252163763699629,0.5522238812405443,0.0,0.24477802662231726
sample_88,KIRC,2,0.5384189263102271,0.5554070233249002,0.6444554649009577,0.736429463523678,0.7998638799379578,0.32689315097426525,0.4395797737399195,0.27553763481509375,0.0,0.44941850922591653
sample_89,BRCA,0,0.141710276439244,0.34962532613622865,0.5541895436492399,0.1644614058328076,0.18450313151017458,0.6249957424956443,0.09328849766443233,0.9154402378716521,0.0,0.23841342599002313
sample_90,PRAD,4,0.6686078235493277,0.84405308095289,0.33773005536903516,0.9460783109955299,0.6869012550576767,0.3131946202217221,0.7045826923315653,0.2646690661328216,0.871329895561389,0.8740468502444284
sample_91,PRAD,4,0.749809901328135,0.8920990286308049,0.18168299676977245,0.9544359383390678,0.6446301945080797,0.5562919378878725,0.607888930869442,0.16215341503783043,0.9465926956296423,0.7221572278246714
sample_92,BRCA,0,0.1940781920453386,0.47121500130119476,0.7461129456382738,0.33128963106366427,0.3703085690023852,0.8031877956909033,0.11860754681407863,0.6522158867577414,0.0,0.36181698230669357
sample_93,BRCA,0,0.1775493504216685,0.2985026144425613,0.7119914366430016,0.27053125991733706,0.34408624529724374,0.683399025203689,0.4517598048264065,0.5747178125570545,0.06339311900162485,0.3665162832132886
sample_94,BRCA,0,0.09214046398584752,0.3920449331918956,0.632472176581981,0.30298865895418303,0.1477061023431138,0.7454595962137206,0.07714909508711028,0.6209921119102381,0.042764046061953054,0.41716303027050533
sample_95,PRAD,4,0.6701471944412889,0.8663700786433597,0.13571738599125588,0.8673309237314325,0.6592491096192821,0.43711770982587395,0.5838293579432705,0.17529877147611767,0.8940853513931639,0.8385528052383887
sample_96,COAD,1,0.5792297861226361,0.5401536226792668,0.7271939609129219,0.46253898651367914,0.6518677455125432,0.5804356935491946,0.10810832902375384,0.4040933458426126,0.1363941408675701,0.46570242997801203
sample_97,BRCA,0,0.060214899747796646,0.2817069690000563,0.8424077232848213,0.08032902390261028,0.3989405796791347,0.760444144528856,0.28791771818448886,0.7050168074094217,0.0,0.21142846838822105
sample_98,PRAD,4,0.773522871346616,0.8260746328724425,0.35225618355765637,0.8023672094190206,0.8354600903964908,0.4904710121614715,0.6860518876714407,0.15794085786658105,0.8443935386793202,0.8715165803172422
sample_99,BRCA,0,0.15833745238414756,0.38370027158259123,0.9425311308215933,0.2532433285491126,0.3718636064926306,0.7929858337375741,0.14705939579339664,0.5820404818535921,0.0809270185369973,0.2773758736841001
sample_100,BRCA,0,0.05182839783493779,0.34473926439539637,0.9657833067575421,0.3073761336370448,0.24340086540962813,0.7549514273291,0.2887088563255644,0.7109403541362482,0.022444943177900134,0.23999653896767892
sample_101,KIRC,2,0.5905007957174435,0.7014659792824577,0.6921709035845718,0.8055603007771546,0.6932159919612984,0.4087178990767997,0.501440301683687,0.3053105709037227,0.06343693125000363,0.6364295277138005
sample_102,BRCA,0,0.0,0.3905601274729883,0.6870875847811424,0.43296611512831773,0.24891681388088088,0.7617959180808057,0.23924455318394092,0.7339840067235176,0.6034165723935012,0.5294800864198916
sample_103,KIRC,2,0.47579591460944637,0.6332612513574841,0.6634173596970372,0.7415091729829336,0.5575769356212512,0.30697539026081777,0.30272335356168734,0.3857258656808891,0.10856146601615856,0.6352089416285811
sample_104,LUAD,3,0.4722805401935437,0.64631236620936,0.15671760432715565,0.6548558782361157,0.5718046575253855,0.12090167146935263,0.3654147375719208,0.2279586812232712,0.6384068253272265,0.48380532556830336
sample_105,KIRC,2,0.49799818702562376,0.6843297785432823,0.7280508562931571,0.7970220956152188,0.572508179062287,0.5915863663466575,0.23564396898050738,0.28173407904268827,0.0,0.568906429678878
sample_106,LUAD,3,0.6555625462747742,0.43321412177820884,0.27285761443817264,0.3160993948451335,0.6067356920682556,0.06740592039618634,0.28974900017646954,0.2934190670251366,0.0703526360162876,0.13693975040348466
sample_107,COAD,1,0.45201468895922386,0.5915563567992235,0.4811332267879462,0.5630646579284381,0.6380997510911746,0.5002214938778696,0.48320567993899927,0.47408312913639034,0.07097503926654117,0.32239386136008635
sample_108,LUAD,3,0.5671958939335364,0.5881197307390017,0.171723174396964,0.4323851140451095,0.49630541231706454,0.5751050026368763,0.6038635308841104,0.3550308003427536,0.0,0.3876843698454348
sample_109,LUAD,3,0.4334278492577425,0.5309586174346359,0.3364941143716394,0.6781666227126599,0.49652819926543307,0.41093030408501635,0.3930472100946586,0.31946627481126594,0.4723418213286789,0.7924210740254123
sample_110,PRAD,4,0.6510960449557108,0.6655527201599213,0.1832952880450388,0.8124095103619429,0.6727545939955628,0.40368202821400445,0.6261786756550243,0.11524684671719505,0.8817797479313482,0.8330453161285946
sample_111,BRCA,0,0.061572540457619576,0.41576562244645787,0.7196565554493131,0.4133781259410903,0.37416855572868546,0.8620400382534782,0.3229712732297552,0.7141332537489402,0.0654498073852961,0.37611469915888857
sample_112,LUAD,3,0.5644191141852116,0.5323114565624905,0.5808579197323718,0.6755836246793049,0.5620295821242058,0.2523229319167847,0.47439934308498455,0.696100307969618,0.14803610361430783,0.6112423418311623
sample_113,PRAD,4,0.6471944662306137,0.8152445755723197,0.36762879714888924,0.7734908382643264,0.7642923783507309,0.45466862321062745,0.6908907701132779,0.22740261197550682,0.8364465612028514,0.7778564079087392
sample_114,BRCA,0,0.08079300260025617,0.4727996423685191,0.6481059307857873,0.20876099282968053,0.31929614185519056,0.7475052939732064,0.16824523783965126,0.7189696846942768,0.04646084244388484,0.23164429561242797
sample_115,KIRC,2,0.5101496979268987,0.6400171709938147,0.6931709108888722,0.904606541805755,0.5568568668692684,0.5155520772615466,0.2681122892704307,0.16158243567972128,0.102840254416068,0.6170975265531364
sample_116,KIRC,2,0.386005124345664,0.684872365234875,0.6829264233162038,0.8886074736719131,0.5615526874867021,0.47837255072608675,0.24233468457586219,0.1452096741459722,0.18402063584060102,0.34314596213746346
sample_117,KIRC,2,0.7268457917209298,0.598644610237621,0.6052940185784663,0.7503162438680506,0.6399452344218595,0.42872706812442335,0.5093192204390357,0.4782190180770384,0.05535432212067886,0.5417321479704881
sample_118,BRCA,0,0.04234906715473216,0.44840887722493206,0.6915914864682187,0.29211835597865937,0.36154595369249887,0.7603725848011238,0.2056323794556289,0.7861431216679751,0.04621025982411145,0.25878612260886275
sample_119,BRCA,0,0.1104218092905555,0.5661520859702184,0.7511259795975265,0.1648591539875199,0.2564098564282393,0.8261568000225914,0.07968637883044427,0.6022111254588133,0.15016618692141093,0.3558765191258786
sample_120,LUAD,3,0.5694773986723618,0.564352744101872,0.2793333208097874,0.49760219888787727,0.5577851231539097,0.4312433217968245,0.5213037234455687,0.34391959090079083,0.3428156193625941,0.4616664473323483
sample_121,KIRC,2,0.32820466467688836,0.7139965805140421,0.7197074902739782,0.8898499788043099,0.5406175522329708,0.5075373192029521,0.2850658041432946,0.29506965614144276,0.1732448469088285,0.3526772529661192
sample_122,LUAD,3,0.569698565622949,0.6151310632514247,0.4762465258951865,0.6672165564813111,0.6270792768612501,0.4734957795983359,0.6977719873010524,0.07680214553355437,0.4468065796980758,0.7093141450607614
sample_123,BRCA,0,0.0,0.2313029379360074,0.8625013941403112,0.038739440278382435,0.2165547203172562,0.7734600186413321,0.17142374627855803,0.5651968643176554,0.0,0.1717432648445258
sample_124,PRAD,4,0.8000432757601077,0.8783863762930638,0.31697457532607926,0.9043947868604629,0.6952354425412142,0.512838319462151,0.6756293247972209,0.29808836490015594,0.9379393791124755,0.7825031465062245
sample_125,PRAD,4,0.9335251171700142,0.7894189781513733,0.3980189587516056,0.8527175036848814,0.8301545129407693,0.4825572066465829,0.6188248508007186,0.2823177584539379,0.7854506668286726,0.7489025400815844
sample_126,PRAD,4,0.7620478607954845,0.8136335485795754,0.15834102871272504,0.826793371897009,0.8005883344441906,0.4011574048525595,0.7496012684683948,0.16380959123409658,0.8724062509442483,0.8494121116462396
sample_127,BRCA,0,0.0,0.42748147536753256,0.7537030735095314,0.29278557362873037,0.3018870555260525,0.7398832132135779,0.8086529193989646,0.6476957774015069,0.0,0.23591639427071126
sample_128,KIRC,2,0.7316879462778197,0.5778240627561962,0.6328405647562292,0.8106985722139395,0.5309744739839766,0.43939033004852524,0.53246179956684,0.37057488651915044,0.08917629597732638,0.6493344874058795
sample_129,LUAD,3,0.2938228284077279,0.7415316015656053,0.4676094352724855,0.6817041025019015,0.37298690819454505,0.5781196010323564,0.24626048711859996,0.1483239675747827,0.265694652500608,0.1516830172651195
sample_130,COAD,1,0.6404610548517693,0.5481506195510554,0.5696454046218833,0.19675607810507242,0.7580152718017714,0.5346316755133793,0.3526610743974522,0.7071862552043076,0.0797252724946037,0.43873973262879873
sample_131,BRCA,0,0.037347395729070074,0.21816816633620592,0.5410393939420333,0.22028289054287561,0.10298553776776995,0.7442382728676211,0.038507209952916045,0.7311564706427899,0.22211782103018463,0.8639491311040197
sample_132,COAD,1,0.5692791115868011,0.5229310256182882,0.6703891532779584,0.5284623191768868,0.5864202332878137,0.6055009343892911,0.0,0.4782497595700895,0.0834120903711808,0.4692227133631778
sample_133,BRCA,0,0.059340937278414864,0.40656512349243323,0.5951519812260515,0.5367747551421438,0.2927390657636501,0.76931308761452,0.17812095001463407,0.5878307071650913,0.2285208078844875,0.5750659256311825
sample_134,BRCA,0,0.0,0.2902821046438031,0.8117676773136326,0.16982268035175113,0.06334990948088864,0.6838883474147349,0.06469024096528361,0.6069832126478792,0.08133499284299847,0.0
sample_135,KIRC,2,0.4005006760221184,0.6269502369194262,0.6637960834280741,0.8028327369984772,0.665496089226028,0.5017074570135341,0.13959117745312793,0.0,0.0,0.4536397258534933
sample_136,LUAD,3,0.8607433076341742,0.5812438185124562,0.4072314654271038,0.6821271808135303,0.8453423613621529,0.4010171205153554,0.6407099446392002,0.3012965995285382,0.4453713358700806,0.6644966337534426
sample_137,BRCA,0,0.1316821344715225,0.3928028858434117,0.8544753336017274,0.30615263489491684,0.37157081880627185,0.8103232586578426,0.20890561284670917,0.7649030190642787,0.10310020675358113,0.3341392754925318
sample_138,KIRC,2,0.43052422172320615,0.688080867938679,0.54125799864681,0.5867504407071366,0.6867720910790467,0.2948363741109661,0.37153880600701117,0.24975178726318187,0.3381695333397324,0.2667204448211058
