Gene,Correlation
gene_17664,0.6396162926303378
gene_14798,0.6395951174682566
gene_8490,0.6394801060398274
gene_12847,0.6379729043776191
gene_4062,0.637367688491895
gene_11124,0.6373654568070384
gene_15897,0.6367121955861291
gene_2747,0.6363914950405966
gene_6530,0.6358520390666385
gene_17287,0.6339253274839874
gene_1669,0.633884129166434
gene_2303,0.6338678438396584
gene_4629,0.6335109597749591
gene_15583,0.6329277490016392
gene_14337,0.6325337882307562
gene_5028,0.6324550395984658
gene_11030,0.6323205270621447
gene_11585,0.6319756230083886
gene_4308,0.6309168040696935
gene_146,0.6306600716961306
gene_13103,0.6297653792730227
gene_3737,0.6295861220642949
gene_14649,0.6289703907056001
gene_8788,0.6284968067707556
gene_18547,0.6283229989316358
gene_1326,0.6282967051792377
gene_3434,0.6274428040624731
gene_5857,0.6273581753044545
gene_9175,0.626376368481844
gene_4912,0.6260797048335569
gene_6940,0.624985445617125
gene_4057,0.6247878977907696
gene_951,0.6232549992176257
gene_148,0.622975933470458
gene_18746,0.6229525542429247
gene_6572,0.6221893465628785
gene_11641,0.6217492325664848
gene_6998,0.6217110574953201
gene_1093,0.6214319371625762
gene_7757,0.6210547712508366
gene_609,0.6208309409651085
gene_14020,0.6202678847181918
gene_14079,0.6200795104621941
gene_3803,0.6188085182384943
gene_13976,0.6182881311952274
gene_9626,0.6181749419772278
gene_9176,0.6175423610840263
gene_3579,0.6170651703270541
gene_6584,0.6169706442717239
gene_14866,0.616770637837619
gene_1516,0.6148985634354767
gene_12895,0.6143202437293466
gene_2276,0.61370689441013
gene_10106,0.6136546361736174
gene_6687,0.6125286929585305
gene_13833,0.6118891925695881
gene_11698,0.611885214891088
gene_13801,0.6098915750105985
gene_19193,0.6098834506597796
gene_11409,0.609822319978397
gene_19576,0.6089466707650911
gene_13970,0.6088852304440113
gene_819,0.6086128351958792
gene_706,0.6081079775377537
gene_8303,0.6075549407865034
gene_17397,0.606131862799405
gene_10912,0.6055322421560763
gene_2729,0.6050264015080192
gene_8031,0.6047100194809965
gene_8713,0.6046017456501479
gene_13076,0.6039444610111134
gene_1149,0.6035118814985708
gene_8032,0.6032427117325181
gene_14505,0.6029002593775303
gene_17762,0.6027691457225739
gene_15676,0.6027445729014484
gene_17374,0.6025283876083927
gene_10854,0.6018384810415042
gene_12245,0.6017824522680325
gene_6937,0.6011063811691509
gene_1991,0.6005145081205308
gene_13679,0.6004801304426699
gene_17881,0.6003890383055497
gene_16385,0.5998439611010846
gene_5925,0.5996436341255951
gene_9059,0.5977476113267656
gene_381,0.597642442894564
gene_12833,0.5970927830113562
gene_5275,0.5960133599331308
gene_6789,0.5953240432014293
gene_5027,0.5952516492643484
gene_15302,0.5950388814860358
gene_2719,0.5947715434144795
gene_10061,0.5939314965926026
gene_10050,0.5937427893025496
gene_6849,0.5932111766051661
gene_10612,0.5931424481735936
gene_1707,0.5924250430991027
gene_16215,0.5921312594156756
gene_16249,0.5920774326560341
gene_2831,0.5918872375397843
gene_16255,0.5918236716370462
gene_13184,0.5914019810237935
gene_13809,0.5901607312591827
gene_15059,0.5899379568982519
gene_17916,0.5894990085427627
gene_12046,0.5884549878523949
gene_13178,0.5878910705543086
gene_18270,0.5870487545486618
gene_4918,0.5867470695628247
gene_3680,0.5856696826120777
gene_1923,0.585658727548915
gene_17770,0.585578777013872
gene_15800,0.5854715672549182
gene_14913,0.5853989505922577
gene_9652,0.5853026400861223
gene_14472,0.5851557453188838
gene_5856,0.5846646771031876
gene_12946,0.5845236257279185
gene_18366,0.584258035384519
gene_537,0.5840216152669617
gene_19442,0.5839194140984814
gene_17949,0.5836775541370017
gene_5820,0.5836032410614401
gene_15999,0.5835371989515606
gene_16113,0.5830049294973084
gene_16201,0.5826585459280287
gene_5936,0.5826139510834749
gene_11685,0.5825492036303266
gene_4058,0.5823857087584993
gene_8027,0.5823808569212087
gene_6828,0.5821748147503688
gene_15531,0.5818876021715724
gene_14068,0.5818729969499121
gene_14426,0.5818018970948592
gene_13530,0.5815446566395108
gene_7803,0.5812271917082835
gene_8910,0.5807052948256004
gene_12820,0.5801323531712995
gene_4170,0.5798202372223092
gene_298,0.5783660363186636
gene_4900,0.5780987490589063
gene_18983,0.5780624835425899
gene_13223,0.5766809422920912
gene_707,0.5760263463092851
gene_19192,0.5757213693715175
gene_15409,0.5751452187375683
gene_11467,0.5750991866948989
gene_967,0.5750311279352188
gene_14353,0.5749841532719017
gene_13313,0.5747625886282777
gene_17848,0.5741297612539752
gene_6946,0.5734694178916527
gene_13314,0.5734511435495026
gene_2894,0.5730797792060045
gene_13144,0.5726110116184807
gene_2951,0.5725141416699753
gene_2163,0.572186542796361
gene_3641,0.5721700735922366
gene_9809,0.5720679286429476
gene_13510,0.5716057490621248
gene_11772,0.5715473445911374
gene_13720,0.5714984380173258
gene_15665,0.5714933743570658
gene_3554,0.5711096778298629
gene_7623,0.5711022566787093
gene_16452,0.5703080744709824
gene_10576,0.5695330845246608
gene_10813,0.5693308576290559
gene_16999,0.5692463309931065
gene_5107,0.5691834835486475
gene_8410,0.568840917031857
gene_3569,0.5687805471930577
gene_8099,0.5687275459508525
gene_18781,0.5686815064597566
gene_2996,0.5686178860214963
gene_7061,0.5685321423144937
gene_9398,0.5683655517442824
gene_5707,0.5671198389247888
gene_12398,0.567109815889792
gene_10572,0.5668313769509641
gene_15514,0.5664567227207876
gene_838,0.5658736603732792
gene_18970,0.5655877063028885
gene_9204,0.5653407160613804
gene_2258,0.5650453740437243
gene_14633,0.5649924286732816
gene_17026,0.5649630354522013
gene_6373,0.5647584578007071
gene_12299,0.5645072068123295
gene_14451,0.5644541363989746
gene_16375,0.5640633344506921
gene_14853,0.5639174296980157
gene_14799,0.5638599382215711
gene_13950,0.5633954858028738
gene_17378,0.5633133689135709
gene_14925,0.5628724636026186
gene_4240,0.5627381552874288
gene_11393,0.5626863504546198
gene_13528,0.5622488252991821
gene_9173,0.5620917789637787
gene_718,0.5620130636915752
gene_16509,0.5620129933257058
gene_20203,0.5619203178770741
gene_19356,0.5615282695399311
gene_6202,0.5614014722193269
gene_1545,0.5613948342080627
gene_2918,0.5610975716119851
gene_9842,0.5609006782636248
gene_6260,0.560508857271992
gene_3535,0.5598121537965287
gene_19852,0.5596089617554295
gene_8064,0.5594828973590673
gene_17758,0.559334417239125
gene_14352,0.5590143402725383
gene_9900,0.5589132110312771
gene_4598,0.5588888944440319
gene_11758,0.5587090078408476
gene_12180,0.558642313126177
gene_2773,0.5586253042021988
gene_15475,0.5585396278760668
gene_2910,0.5583957469680951
gene_14637,0.55751594154484
gene_2661,0.5574127323725458
gene_6818,0.5571112073787212
gene_18587,0.5570978721687134
gene_18631,0.5570675421292522
gene_425,0.5569953205796321
gene_13246,0.5560442169222549
gene_9538,0.5560167168799325
gene_16450,0.5559580170915792
gene_16507,0.5556635007090672
gene_8441,0.5552769027275585
gene_15016,0.5551591609262858
gene_15306,0.5549816857798895
gene_1605,0.5548980739982883
gene_11026,0.5548579318268378
gene_10686,0.554847934040438
gene_9425,0.5548108150045061
gene_19549,0.554662199976072
gene_3071,0.5546161431033307
gene_18170,0.5543142001779726
gene_16221,0.5542047140978388
gene_13397,0.5540856373311079
gene_18999,0.554081123033565
gene_11379,0.553838401819349
gene_2634,0.5529467141381864
gene_11586,0.5528947647849375
gene_16991,0.5528046378855372
gene_8607,0.5526345677722312
gene_10390,0.5525641747749956
gene_14570,0.5518566369869748
gene_12568,0.5516532410059908
gene_10357,0.5514000250860821
gene_5771,0.5511935870906459
gene_17577,0.5511934952237039
gene_8400,0.5509869266225796
gene_3588,0.550770769478973
gene_19182,0.5507178463189976
gene_4651,0.5506607270927848
gene_17469,0.5506207078360179
gene_10217,0.5506085266286327
gene_9248,0.5504030277680291
gene_4398,0.5501718737347926
gene_18465,0.5500099414463866
gene_8995,0.549493217757533
gene_11114,0.5491741379737486
gene_3414,0.5490233920607485
gene_7040,0.5490019698373246
gene_8142,0.5485107928607063
gene_12242,0.5484923770110228
gene_1128,0.5480418434166238
gene_10719,0.5480003607916347
gene_3663,0.5479110795940435
gene_12843,0.5477898847309921
gene_17376,0.5476604937564286
gene_887,0.5473443854384576
gene_1339,0.5471987504328508
gene_17857,0.5469753064406967
gene_4599,0.546679146110626
gene_2422,0.5465617394971418
gene_18513,0.5465316522677337
gene_17105,0.5458507726031353
gene_14213,0.5457411977017633
gene_5598,0.5457403009180058
gene_19616,0.545505006799923
gene_12350,0.5451267499359261
gene_17228,0.5451238837522205
gene_14003,0.5449294507660996
gene_8974,0.5449055271424953
gene_55,0.5448227408754405
gene_17018,0.5447434979289237
gene_19657,0.5444321393555387
gene_8827,0.5444188320382444
gene_4673,0.5439976043668869
gene_18799,0.5434980152497263
gene_9778,0.5431421498558348
gene_8868,0.5429750677894173
gene_6875,0.5426390834989395
gene_4041,0.5425953896872366
gene_3924,0.5424213916891824
gene_365,0.5422612089273868
gene_12866,0.5421104492623476
gene_295,0.5418827493852394
gene_19166,0.5414845802441566
gene_4956,0.5414497611620029
gene_14322,0.5412691849997946
gene_9040,0.5410178565730378
gene_16305,0.5408897439061394
gene_18810,0.5407855349991177
gene_16351,0.540741108052948
gene_10208,0.5402892093568691
gene_12211,0.540179543463783
gene_18558,0.5401355508007525
gene_5583,0.5400983398473419
gene_3779,0.5399135947049827
gene_5943,0.5398100119060553
gene_16126,0.5395979296319782
gene_18219,0.5395687431828873
gene_13766,0.5394013376130725
gene_20439,0.5390760617960164
gene_16319,0.5387589374029788
gene_4063,0.5387509750768283
gene_9202,0.5385458632664878
gene_13907,0.5383904160912509
gene_613,0.5378008316469385
gene_11940,0.5373093510805002
gene_10714,0.5370809763756877
gene_2321,0.5370527586813825
gene_14062,0.5366701408650038
gene_2598,0.5364465603185594
gene_16486,0.536106026731368
gene_8566,0.5360543526909185
gene_11412,0.5360243572197151
gene_9079,0.5359118398212858
gene_704,0.535840209032434
gene_6206,0.5357158682771281
gene_4404,0.535615738224901
gene_17457,0.535484104484069
gene_18118,0.5354646086349576
gene_3785,0.5352330312447704
gene_5119,0.5352306506447867
gene_5558,0.5351425112385243
gene_750,0.5349207887861481
gene_3976,0.5348771771401816
gene_12218,0.5348713880069342
gene_4581,0.5347091256042948
gene_17316,0.5346513535201753
gene_3214,0.5346315718265549
gene_5723,0.5342000318004733
gene_14531,0.5341960063319384
gene_9936,0.5340934161108435
gene_4426,0.533854334392388
gene_4942,0.5338054125214609
gene_13239,0.5337677911341883
gene_9048,0.5336980228901994
gene_15438,0.5336454070978661
gene_13619,0.5334419552845154
gene_10816,0.5333798616651332
gene_16318,0.5333681255468159
gene_20179,0.5333214847611916
gene_9419,0.5331264450074731
gene_15709,0.5331194236491846
gene_15112,0.5329807858335177
gene_6583,0.5326575250050524
gene_18734,0.5323596966157077
gene_3776,0.5323329725501985
gene_309,0.532061090766003
gene_2145,0.531955084426423
gene_45,0.5318300238646192
gene_11998,0.5317663097802761
gene_10707,0.5313926801551007
gene_15947,0.5313838529390087
gene_11576,0.5312952818180363
gene_4354,0.5311661273301259
gene_5640,0.5311385070233451
gene_15667,0.5310247943807402
gene_9055,0.5308689914840611
gene_6964,0.5308089489555536
gene_19486,0.5307087873584535
gene_12323,0.5305436155868174
gene_5719,0.5305203892171146
gene_10341,0.5304891821785331
gene_16307,0.5304284112289288
gene_16329,0.5304047319607833
gene_1192,0.5294881843676957
gene_19453,0.529246030808211
gene_15873,0.5290729710264992
gene_20075,0.5289505621661461
gene_15269,0.5289207117376825
gene_1109,0.5288314757696252
gene_2542,0.5287300252312973
gene_18324,0.5286287012470747
gene_7141,0.5286279988402737
gene_4707,0.5285269004358671
gene_1589,0.528455938871148
gene_12986,0.528382787226362
gene_15066,0.5282394553544635
gene_10721,0.5280683921918037
gene_8101,0.5280043101161385
gene_7021,0.5276930805478864
gene_5803,0.5272752532516294
gene_4143,0.5271540328572606
gene_747,0.5267724459808945
gene_20318,0.526726303222182
gene_10335,0.5267218087388028
gene_11063,0.5267058050826037
gene_374,0.526447423794774
gene_15417,0.5260460731485745
gene_20470,0.5257770941706105
gene_3630,0.5254741123467908
gene_3934,0.5251159842755193
gene_15437,0.5249238714029564
gene_10350,0.5247448131910973
gene_8819,0.524173657831277
gene_18127,0.5240949198184197
gene_13903,0.5240815464813098
gene_10174,0.523945039135151
gene_10558,0.5238626406778825
gene_13092,0.5238253593129729
gene_14309,0.523478318051525
gene_4180,0.5234039901016747
gene_4156,0.5232930080343146
gene_3228,0.5227555130895092
gene_9432,0.5224748035516756
gene_452,0.5222695521625572
gene_14634,0.5222189023024414
gene_7051,0.5222158641426373
gene_2013,0.5220971990201945
gene_13621,0.5219818923349239
gene_2812,0.5219102401876223
gene_2179,0.5218870904708218
gene_15305,0.5215813530765052
gene_6304,0.5210618294954704
gene_16234,0.520920176238218
gene_8431,0.5208934984897546
gene_7363,0.5208141273184427
gene_19210,0.5206003960949903
gene_9054,0.5205058003745168
gene_15928,0.5201884650745543
gene_4456,0.5197769395397742
gene_3346,0.519761236757002
gene_20227,0.5196444164483571
gene_18789,0.5194534797011424
gene_16432,0.5193045349988676
gene_16947,0.5190884773521371
gene_17531,0.518893105165706
gene_2694,0.5188262591194229
gene_3782,0.5187539390318747
gene_8594,0.5184262852065322
gene_11293,0.5183968745109614
gene_8460,0.5182562126787328
gene_7066,0.5180950636934739
gene_2605,0.5180664790327387
gene_5544,0.5178685380721183
gene_10675,0.5175691284401458
gene_3161,0.5173540775552933
gene_19145,0.5173327915615775
gene_9601,0.516800457560357
gene_15795,0.5167689801915513
gene_17522,0.5166710689669823
gene_18575,0.5165900481543133
gene_19620,0.5165848988595563
gene_1132,0.5161418656705183
gene_8537,0.5160964756992517
gene_6999,0.5159021393362455
gene_12208,0.515799286553274
gene_13306,0.515796490789012
gene_11286,0.5156754685795831
gene_11781,0.5154212801542862
gene_15030,0.5152159487284297
gene_1465,0.5151997789932652
gene_16152,0.5147044509976333
gene_5821,0.514394154029436
gene_18094,0.5142711959624373
gene_5877,0.5141566434235461
gene_15043,0.5141368007287989
gene_181,0.5138096518327093
gene_11561,0.5131516770265296
gene_3257,0.5131274862460676
gene_4481,0.5130942587400127
gene_19703,0.5130755315129654
gene_16357,0.5128591117196323
gene_5067,0.5127023782246146
gene_8024,0.5123171334101551
gene_7641,0.5118637715890083
gene_4042,0.511665165320335
gene_3424,0.5116594747973473
gene_11739,0.5116173802020785
gene_16181,0.5115781122250989
gene_17317,0.5115135635791838
gene_11250,0.5114864290386555
gene_6708,0.5112756813006408
gene_5937,0.5112422325879562
gene_7161,0.5112291130889282
gene_11468,0.5111449373019876
gene_16010,0.5110880261430775
gene_8880,0.5106034417650853
gene_10523,0.5104136283205034
gene_9044,0.5102767718077857
gene_15900,0.510220852670896
gene_13534,0.5101971614897205
gene_6992,0.5101322946605669
gene_14154,0.5099761642150985
gene_17918,0.5098404628838585
gene_1776,0.5098327810189962
gene_15922,0.5095149547806205
gene_13163,0.5094848705998092
gene_16528,0.5094585460177636
gene_13662,0.5092912227961026
gene_8642,0.5091605505047322
gene_19734,0.5090517589396781
gene_4338,0.5088601248550779
gene_10333,0.5086382707981592
gene_3809,0.5082184977662344
gene_8058,0.5078300723556258
gene_19760,0.5073856966303607
gene_2597,0.5072805203662812
gene_14840,0.5072265255004477
gene_12110,0.5071957515562546
gene_13339,0.507189609758974
gene_6609,0.5071488255108453
gene_19446,0.5070281119236656
gene_18407,0.5069719733025362
gene_10179,0.5068535660604296
gene_10104,0.5067568071217241
gene_2725,0.5067448472390607
gene_10242,0.5066030883051679
gene_2073,0.5065377907349905
gene_15116,0.506364929775877
gene_11358,0.5062801178404575
gene_2054,0.5060710361164703
gene_3943,0.5059647538347176
gene_18532,0.5057975518968079
gene_14575,0.505655281733975
gene_15790,0.5054163533738079
gene_14920,0.5053844690908743
gene_177,0.5053486765368916
gene_4762,0.505090872861354
gene_3967,0.5050311688837762
gene_8898,0.504980915268452
gene_19105,0.5049430951217352
gene_5638,0.5046736135790408
gene_1606,0.5046098577384458
gene_10801,0.5044567231479208
gene_3045,0.5044256601660752
gene_5527,0.5043897630221595
gene_3474,0.5043621921590326
gene_10410,0.5042112089755535
gene_3256,0.5040279622280218
gene_1021,0.5039589625328196
gene_16272,0.5039083919975058
gene_3537,0.5037765954209542
gene_98,0.5037188197784744
gene_13664,0.503539873589068
gene_3808,0.5034564681109567
gene_20118,0.5032726094329448
gene_12604,0.5032426198110842
gene_14155,0.503215662779071
gene_3286,0.5030245811167318
gene_20520,0.5029518119256494
gene_18348,0.502782709669909
gene_5110,0.5027527177032874
gene_4232,0.5026652767753274
gene_6537,0.5026529148354867
gene_11598,0.5025671959559389
gene_15329,0.502427739128417
gene_9639,0.5023816214898071
gene_10976,0.5022158840565509
gene_4705,0.5018440105297021
gene_6136,0.5016505970930983
gene_1335,0.5016300834658564
gene_7134,0.5015495114164518
gene_11310,0.5015071251126836
gene_2191,0.5014802724268552
gene_1678,0.5013768520340803
gene_14826,0.5012180784433972
gene_8349,0.501065851710147
gene_7738,0.5010399753594931
gene_14647,0.5009172039597657
gene_5411,0.5008177274805701
gene_4053,0.500760217780904
gene_10718,0.5006639590905295
gene_15880,0.5005592431458217
gene_15924,0.5004828857287887
gene_12859,0.5002637082931318
gene_19768,0.5002604746330883
gene_4033,0.4998692660355478
gene_4840,0.49973051380498584
gene_18289,0.49959256312060923
gene_14035,0.4995349420166865
gene_4509,0.49909150090923377
gene_10478,0.49902155697541434
gene_15770,0.4986738470997747
gene_521,0.4986296191278
gene_536,0.49825935820311434
gene_4464,0.4980827942192196
gene_3578,0.49807345921083895
gene_8903,0.4980047059035003
gene_8233,0.49797963381309385
gene_2928,0.497760068139714
gene_13743,0.497673857149482
gene_2709,0.49763179122416756
gene_19227,0.4974748484939172
gene_11508,0.4973336911267997
gene_835,0.49727271733014716
gene_13945,0.4970720411497321
gene_1934,0.49695140569610263
gene_370,0.4969105749562771
gene_5865,0.4967196087527485
gene_655,0.49654629040043596
gene_13494,0.4964876600755171
gene_3584,0.4964221875412148
gene_13722,0.496379501797957
gene_9071,0.4963395651716217
gene_12959,0.4962783497299873
gene_16110,0.49619279986690806
gene_5662,0.4960078283006879
gene_11077,0.4959999545649844
gene_17170,0.49582863086713613
gene_8605,0.4958195135860041
gene_18501,0.4956618739478477
gene_12834,0.49562658896000883
gene_17315,0.4955479782196964
gene_8665,0.4953915628325618
gene_10181,0.4952655258219681
gene_7024,0.49524020797677293
gene_2373,0.4950942325992031
gene_14584,0.49507405434958385
gene_16559,0.4950093842181789
gene_8530,0.4950033366860293
gene_17375,0.49485262103476385
gene_12167,0.4943637650202647
gene_12841,0.49436232106728706
gene_7988,0.49425897580671607
gene_3247,0.49404774982629396
gene_11903,0.4939055167865104
gene_17847,0.4938337611233407
gene_5832,0.49380547167259037
gene_4666,0.4935554341081925
gene_11014,0.4932758664107866
gene_11024,0.49323221837267484
gene_3692,0.493180522627063
gene_12304,0.4931440617123992
gene_6784,0.4931187573947073
gene_14898,0.49301716797333683
gene_6767,0.49299489712520134
gene_14390,0.49275491871253696
gene_12886,0.49246114909005895
gene_20061,0.4923270551487434
gene_14680,0.4922801091052125
gene_297,0.4919579373351991
gene_14428,0.4919043972736871
gene_9753,0.4917143400595281
gene_617,0.49168912541857135
gene_11690,0.4916087398169124
gene_8732,0.4914898531618431
gene_11973,0.4913251252771899
gene_9067,0.4912173153063876
gene_5648,0.49117927956694146
gene_2849,0.4910430119391267
gene_5426,0.49100165118410843
gene_11868,0.4906511956010236
gene_11639,0.49058958228128924
gene_13046,0.49044646687298526
gene_16003,0.4903443223717726
gene_231,0.4903011149830627
gene_7296,0.4901871589726839
gene_17537,0.4900957784160845
gene_12990,0.4898986215130137
gene_2721,0.48945573109530305
gene_2595,0.4890691517999242
gene_10682,0.4889662879423352
gene_19495,0.48895818647936656
gene_3520,0.48875447009444617
gene_5051,0.488684692035323
gene_10896,0.4886015105686176
gene_3040,0.4885789221108486
gene_7022,0.48857518625812496
gene_4300,0.4883386078950135
gene_15982,0.4881548249004975
gene_6939,0.4877680304117475
gene_2884,0.4877391570269152
gene_5663,0.4875778590406615
gene_8213,0.4874243796209806
gene_6208,0.48739528565910817
gene_3394,0.4872401003150851
gene_12940,0.48717234579205854
gene_12811,0.4866806520401182
gene_11583,0.4864540070963719
gene_12148,0.48640193935092
gene_16995,0.4862878881300217
gene_15431,0.4861930538565857
gene_6878,0.4861597762105517
gene_3604,0.4861556019747489
gene_8049,0.486039626086878
gene_8001,0.4859701547775913
gene_3124,0.48593417994399213
gene_2159,0.48592369421831216
gene_6036,0.4856869150464637
gene_9046,0.48564568684496046
gene_19737,0.48552620431722676
gene_18029,0.485489415122918
gene_18938,0.48544553679045704
gene_16063,0.48537694937361275
gene_7935,0.4852326605034813
gene_1296,0.4848410311150261
gene_14523,0.48479087057942427
gene_2792,0.484746294845442
gene_18104,0.4845908866121013
gene_14105,0.48443534321374637
gene_7135,0.4844156323935785
gene_3034,0.4843999412664084
gene_2046,0.4842356899020848
gene_10476,0.48410835641012917
gene_9511,0.4840761955906707
gene_4751,0.48404208921972336
gene_12913,0.4839078353687529
gene_18381,0.4837771658069233
gene_15744,0.48376614747057783
gene_19956,0.4836633678366027
gene_189,0.4836557284258944
gene_10652,0.48355736107032904
gene_5706,0.48347049662406616
gene_8371,0.48336433027830544
gene_5551,0.48334032976392155
gene_8579,0.48327331991790584
gene_9178,0.483214436035537
gene_745,0.48317605381293616
gene_4994,0.4831016102229654
gene_233,0.4828289711114764
gene_4642,0.4828139704372298
gene_743,0.48270137459432666
gene_19957,0.4826407556753431
gene_17441,0.4823864784064847
gene_10596,0.48209977327445563
gene_1009,0.48201784411369925
gene_8563,0.4817704282840288
gene_8296,0.48164770008979774
gene_19070,0.4810797227062238
gene_11824,0.4810167996738959
gene_1939,0.4809819763471556
gene_6991,0.480807146094666
gene_5944,0.480505891394186
gene_8546,0.48046339832644724
gene_351,0.48041138845941367
gene_2170,0.48022124661859555
gene_3799,0.48012616928696694
gene_17407,0.4798550794670896
gene_12217,0.4797393165409588
gene_8633,0.4793921013574609
gene_6157,0.47906689481466225
gene_18164,0.4790248081617088
gene_15339,0.4790183849228905
gene_10659,0.47898323937697157
gene_11103,0.4789202126078552
gene_4392,0.47879040951016505
gene_17309,0.4787900996857646
gene_5323,0.4786966501799062
gene_17971,0.47869448181880087
gene_1530,0.47868852095642916
gene_16067,0.4785669596673443
gene_1743,0.47853420749258924
gene_17247,0.47844718298910105
gene_18114,0.47818409175835197
gene_12313,0.47814780044043154
gene_14912,0.47800357095621304
gene_15830,0.47749730412814395
gene_6518,0.47740189705276853
gene_19800,0.4773490478134714
gene_19344,0.477225907757241
gene_15923,0.47718174488761195
gene_8140,0.47694945211460005
gene_5688,0.4767693703688938
gene_924,0.4765995814272655
gene_5806,0.47647808346798043
gene_9080,0.47637757046663226
gene_17782,0.47626020922063694
gene_1203,0.47625370918794396
gene_12276,0.47622504715800246
gene_11640,0.47615289389273135
gene_9151,0.47613641378723615
gene_2987,0.47613159137702765
gene_17132,0.4758544174279047
gene_15808,0.47578196415865553
gene_11206,0.4756302999798055
gene_1086,0.4756213436605021
gene_16440,0.4756019503110568
gene_6476,0.47551483998236554
gene_20501,0.4755120973696148
gene_15542,0.4754898852645565
gene_3973,0.4754273650941252
gene_13727,0.47534214632195704
gene_9160,0.47526321336556254
gene_3691,0.47518834278750294
gene_14701,0.47508074013232604
gene_15334,0.4750423514190964
gene_3966,0.47488467173440463
gene_8025,0.4748785022661587
gene_1922,0.4747788054590004
gene_4999,0.4747397537533365
gene_5773,0.4744669276835474
gene_2318,0.4741590413962719
gene_3800,0.47408132626382665
gene_7279,0.47406474814931304
gene_15931,0.4740454628406088
gene_16582,0.47379777166358483
gene_13436,0.47374259879017633
gene_8783,0.4736873609053007
gene_18930,0.47351151634393346
gene_10588,0.4733092963049173
gene_9564,0.47325989556066284
gene_11540,0.4728738332990346
gene_14592,0.47255274932483193
gene_8612,0.4725224974847549
gene_18784,0.4724521093505796
gene_13840,0.47239549916688073
gene_2184,0.47231977061275543
gene_788,0.4722046569644665
gene_5002,0.471983185810675
gene_4119,0.47190302946329965
gene_3611,0.4717319183555116
gene_11016,0.47171263779325606
gene_14999,0.47168656493688954
gene_14782,0.4715620836436886
gene_10565,0.47155488654185423
gene_213,0.47153129611879024
gene_18382,0.471314854567497
gene_15515,0.4712930609695815
gene_14443,0.4712854018601961
gene_6976,0.4708617722836667
gene_5713,0.4707522132693849
gene_6005,0.4707446584762936
